City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,buenaventura,3.8801,-77.0312,23.62,92,100,0.75,CO,1682233201
294,tangalle,6.024,80.7911,34.09,74,100,4.57,LK,1682233361
295,alofi,-19.0595,-169.9187,23.94,83,50,1.03,NU,1682233364
296,vale da amoreira,39.0697,-7.6985,10.93,89,0,0.91,PT,1682233367
297,bridgewater,44.3835,-64.5155,4.82,88,95,2.06,CA,1682232921
298,iskateley,67.6803,53.1512,-4.42,85,13,7.62,RU,1682233371
299,concepcion del oro,24.6333,-101.4167,14.79,64,1,2.52,MX,1682233374
300,huarmey,-10.0681,-78.1522,24.33,84,8,3.56,PE,1682233253
301,pervomayskoye,43.919,46.7102,15.45,62,100,4.48,RU,1682233379
302,saryaghash,41.45,69.1667,26.96,16,30,2.39,KZ,1682233381
303,okakarara,-20.5833,17.4333,22.47,49,14,1.2,NA,1682233384
304,ilorin,8.5,4.55,26.2,77,39,5.72,NG,1682233387
305,szigetvar,46.0486,17.8055,14.53,60,14,3.12,HU,1682233389
306,valentin gomez farias,28.2167,-106.5833,15.93,12,0,5.71,MX,1682233392
307,northam,51.0333,-4.2167,7.44,95,99,1.82,GB,1682233395
308,berdigestyakh,62.0989,126.6992,-0.22,82,28,4.7,RU,1682233398
309,ust-nera,64.5667,143.2,-0.48,79,100,2.87,RU,1682233400
310,dobroye,52.8678,39.8109,14.31,45,12,2.38,RU,1682233403
311,prainha,-1.8,-53.48,22.54,99,100,1.0,BR,1682233406
312,liberal,37.0431,-100.921,4.58,56,75,3.09,US,1682233408
313,ternate,0.8,127.4,29.38,69,96,2.65,ID,1682233411
314,kimberley,-28.7323,24.7623,17.83,17,0,1.54,ZA,1682233414
315,egilsstadir,65.2653,-14.3948,-7.05,86,20,1.54,IS,1682233396
316,kollo,13.3043,2.339,29.24,7,1,2.98,NE,1682233419
317,palmer,42.1584,-72.3287,11.8,84,100,3.6,US,1682233421
318,necocli,8.4234,-76.786,24.37,87,100,1.12,CO,1682233424
319,prince rupert,54.3161,-130.3201,7.83,86,100,7.72,CA,1682233224
320,uporovo,56.3109,66.2693,15.39,40,70,4.37,RU,1682233429
321,sakiet sidi youssef,36.2229,8.3555,6.76,43,100,1.68,TN,1682233431
322,la'ie,21.6477,-157.9253,25.56,78,42,2.24,US,1682233434
323,baranovichi,53.1327,26.0139,13.11,57,100,2.32,BY,1682233436
324,fisterra,42.9049,-9.2629,15.57,93,100,6.66,ES,1682233438
325,montalvo,-1.8,-79.3333,23.67,96,100,0.55,EC,1682233441
326,tulagi,-9.0996,160.1476,28.96,72,47,2.89,SB,1682233443
327,kalibo (poblacion),11.7061,122.3644,29.54,66,38,3.52,PH,1682233446
328,greenville,35.6127,-77.3663,14.01,96,0,0.45,US,1682233432
329,auki,-8.7676,160.7034,27.85,77,28,0.33,SB,1682233451
330,namsos,64.4662,11.4957,2.03,55,100,2.57,NO,1682233454
331,lagoa,39.05,-27.9833,15.72,94,100,5.06,PT,1682233393
332,yelizovo,53.1873,158.3805,5.08,65,75,3.13,RU,1682233458
333,veraval,20.9,70.3667,30.98,49,25,5.51,IN,1682233461
334,roleystone,-32.1167,116.0667,26.62,35,0,5.66,AU,1682233463
335,puerto san jose,13.9256,-90.8244,27.42,78,6,4.37,GT,1682233466
336,saraykent,39.6936,35.5111,11.76,61,77,3.81,TR,1682233468
337,raja,8.4596,25.678,28.88,54,100,4.69,SS,1682232925
338,lae,-6.7221,146.9847,28.1,72,25,2.91,PG,1682233473
339,castillos,-34.1667,-53.8333,15.89,94,100,1.49,UY,1682233476
340,ciudad lazaro cardenas,17.9583,-102.2,24.21,82,91,0.64,MX,1682233478
341,port macquarie,-31.4333,152.9167,20.5,78,53,5.51,AU,1682233480
342,daru,-9.0763,143.2092,27.79,86,58,4.95,PG,1682233483
343,the pas,53.8251,-101.2541,-1.99,54,0,1.54,CA,1682233230
344,dorchester,33.1002,-80.3831,16.12,75,0,0.0,US,1682233488
345,zeya,53.75,127.2667,4.73,48,100,3.93,RU,1682233491
346,villarrica,-25.75,-56.4333,13.47,75,0,0.76,PY,1682233494
347,port de pollenca,39.9075,3.0814,18.77,81,0,0.65,ES,1682233497
348,dubbo,-32.25,148.6167,23.07,43,40,7.2,AU,1682233499
349,mount pearl,47.5166,-52.7813,3.03,98,100,8.23,CA,1682233230
350,peterhead,57.5058,-1.7981,7.22,95,100,8.94,GB,1682233504
351,richards bay,-28.783,32.0377,23.27,67,5,3.97,ZA,1682233507
352,celestun,20.8667,-90.4,25.66,74,80,5.62,MX,1682233509
353,woolgoolga,-30.1106,153.2007,18.93,59,69,8.43,AU,1682233512
354,raduzhny,62.0961,77.475,2.99,96,100,2.62,RU,1682233515
355,laguna,38.421,-121.4238,18.55,74,0,1.54,US,1682233517
356,smithers,54.7804,-127.1743,4.18,100,100,0.0,CA,1682233460
357,leszno,51.8403,16.5749,16.69,67,68,4.77,PL,1682233522
358,peace river,56.2501,-117.286,6.17,94,100,1.03,CA,1682233525
359,taltal,-25.4,-70.4833,16.94,84,11,0.93,CL,1682233314
360,tolanaro,-25.0319,46.9987,28.04,69,20,5.14,MG,1682233530
361,nova vicosa,-17.8919,-39.3719,24.19,83,89,7.14,BR,1682233533
362,francistown,-21.17,27.5079,26.02,30,89,0.85,BW,1682233536
363,barakani,-12.1356,44.4317,28.58,70,22,1.11,KM,1682233538
364,dhuusamarreeb,5.535,46.3861,31.37,52,84,3.71,SO,1682233541
365,khash,28.2211,61.2158,27.34,13,100,2.24,IR,1682233543
366,likiep,9.8251,169.3107,27.47,81,90,8.38,MH,1682233545
367,havre,49.5833,0.3333,10.87,93,75,4.63,FR,1682233443
368,panorama,40.5878,23.0315,16.13,80,20,1.34,GR,1682233550
369,vilyuysk,63.7553,121.6247,-0.05,84,23,2.77,RU,1682233553
370,rovaniemi,66.5,25.7167,0.67,40,0,4.12,FI,1682233555
371,baran',54.4764,30.3181,11.99,64,100,2.15,BY,1682233558
372,magistral'nyy,56.1725,107.4458,1.95,53,100,2.82,RU,1682233560
373,naze,28.3667,129.4833,22.51,77,100,8.18,JP,1682233563
374,launceston,-41.45,147.1667,18.8,55,7,5.14,AU,1682233566
375,baruun-urt,46.6806,113.2792,9.55,14,9,1.46,MN,1682233279
376,navoloki,57.4657,41.9634,13.87,49,14,3.21,RU,1682233571
377,sassandra,4.95,-6.0833,25.97,90,100,3.31,CI,1682233287
378,tabas,33.5959,56.9244,29.77,18,99,1.37,IR,1682233576
379,gordon,34.5004,-84.8666,9.91,100,0,0.0,US,1682233444
380,kangding,30.0513,101.9603,16.33,51,100,1.48,CN,1682233582
381,ermoupolis,37.4423,24.9425,18.39,68,20,3.6,GR,1682233585
382,morondava,-20.2833,44.2833,26.18,68,0,2.93,MG,1682233587
383,lerwick,60.1545,-1.1494,5.0,73,100,15.86,GB,1682233590
384,happy valley-goose bay,53.3168,-60.3315,1.17,93,100,0.0,CA,1682233593
385,mariehamn,60.0973,19.9348,5.92,87,0,4.63,AX,1682233595
386,naracoorte,-36.9579,140.7383,21.58,46,0,0.61,AU,1682233598
387,fale old settlement,-9.3852,-171.2468,28.95,74,100,3.85,TK,1682233600
388,poli,-3.3333,36.8,17.76,84,100,1.93,TZ,1682233603
389,marquette,46.5333,-87.6335,-1.31,85,100,3.58,US,1682233605
390,papao,-17.75,-149.55,27.82,85,74,8.94,PF,1682233608
391,alice town,25.7167,-79.3,25.13,69,0,2.81,BS,1682233399
392,retreat,38.8245,-85.8533,3.46,82,7,0.89,US,1682233613
393,el calafate,-50.3408,-72.2768,7.14,88,100,6.74,AR,1682233615
394,nobeoka,32.5833,131.6667,18.53,41,68,4.24,JP,1682233617
395,nandigama,16.7833,80.3,37.43,36,5,4.93,IN,1682233620
396,kasson,44.03,-92.7507,0.18,72,100,3.6,US,1682233615
397,hassi messaoud,31.6804,6.0729,19.85,42,4,5.32,DZ,1682233625
398,ulladulla,-35.35,150.4667,18.76,74,97,3.55,AU,1682233628
399,tulsipur,28.131,82.2973,33.02,9,33,5.73,NP,1682233630
400,sol'-iletsk,51.1631,54.9918,12.57,69,85,4.47,RU,1682233633
401,narvik,68.4384,17.4272,-1.33,77,100,1.77,NO,1682233636
402,richfield,44.8833,-93.283,1.66,67,100,3.6,US,1682233638
403,xiuyan,40.2928,123.2744,16.44,13,100,6.61,CN,1682233488
404,nago,26.5881,127.9761,24.47,71,90,5.29,JP,1682233595
405,whistler,50.1164,-122.9695,4.2,99,100,1.35,CA,1682233380
406,sitangkai,4.6628,119.3928,28.95,69,100,0.71,PH,1682233649
407,sinabang,2.4803,96.3801,29.8,68,79,1.65,ID,1682233652
408,tuxpan,19.55,-103.4,19.75,76,53,1.09,MX,1682233654
409,jackson,42.4165,-122.8345,15.93,63,100,2.57,US,1682233478
410,pisco,-13.7,-76.2167,21.03,88,0,3.09,PE,1682233416
411,madang,-5.2246,145.7966,28.83,75,87,3.0,PG,1682233662
412,cabedelo,-6.9811,-34.8339,25.37,74,40,5.9,BR,1682233664
413,kupang,-10.1667,123.5833,33.32,55,20,5.66,ID,1682233667
414,zouerate,22.7187,-12.4521,18.96,57,0,3.87,MR,1682233670
415,st. paul,44.9444,-93.0933,1.88,70,100,4.63,US,1682232979
416,tommot,58.9564,126.2925,1.32,62,100,3.28,RU,1682233675
417,lompoc,34.6391,-120.4579,11.44,91,63,0.45,US,1682233677
418,zaraza,9.3503,-65.3245,24.78,85,94,0.55,VE,1682233680
419,la democracia,14.2308,-90.9472,28.76,87,2,1.72,GT,1682233682
420,matthews,35.1168,-80.7237,9.56,79,0,2.06,US,1682233569
421,vondrozo,-22.8167,47.2833,24.59,74,39,0.89,MG,1682233688
422,lucea,18.451,-78.1736,23.25,72,2,3.74,JM,1682233690
423,ulsteinvik,62.3432,5.8487,6.53,78,100,9.39,NO,1682233693
424,qarazhal,48.0078,70.7903,17.25,14,87,10.06,KZ,1682233696
425,araguaina,-7.1911,-48.2072,21.82,93,100,0.92,BR,1682233698
426,weyburn,49.6668,-103.8511,-4.88,86,57,2.06,CA,1682233559
427,callao,-12.0667,-77.15,25.95,69,75,3.09,PE,1682233704
428,buenavista del norte,28.3746,-16.861,21.08,83,90,4.12,ES,1682233706
429,catemaco,18.4167,-95.1167,23.81,88,100,1.44,MX,1682233709
430,shirochanka,46.6497,38.3978,11.76,70,40,2.54,RU,1682233711
431,rio preto da eva,-2.6994,-59.6997,22.1,100,100,0.84,BR,1682233714
432,yerofey pavlovich,53.9667,121.9667,2.82,34,100,3.98,RU,1682233717
433,nushki,29.5542,66.0215,29.81,4,22,3.4,PK,1682233719
434,utrik,11.2278,169.8474,27.19,76,99,8.53,MH,1682233722
435,sinop,41.7711,34.8709,8.24,67,100,1.87,TR,1682233724
436,magadan,59.5667,150.8,1.18,59,100,6.01,RU,1682233727
437,broome,42.2506,-75.833,9.81,94,100,2.57,US,1682233730
438,la ronge,55.1001,-105.2842,-3.29,78,8,2.5,CA,1682233732
439,minas de marcona,-15.2119,-75.1103,16.92,83,77,3.33,PE,1682233735
440,tamanrasset,22.785,5.5228,20.95,14,0,1.54,DZ,1682233737
441,namibe,-15.1961,12.1522,25.62,66,85,3.72,AO,1682233739
442,brigantine,39.4101,-74.3646,15.11,97,100,2.06,US,1682233743
443,cururupu,-1.8283,-44.8683,23.91,96,100,1.15,BR,1682233745
444,puerto deseado,-47.7503,-65.8938,13.64,39,65,9.32,AR,1682233748
445,kharp,66.8014,65.8081,0.39,100,100,6.35,RU,1682233751
446,gaspra,44.4333,34.1,12.17,72,19,2.78,UA,1682233753
447,al jawf,29.5,38.75,25.32,26,84,0.9,SA,1682233756
448,mwinilunga,-11.7358,24.4293,22.19,70,100,2.8,ZM,1682233758
449,illizi,26.4833,8.4667,22.9,30,11,5.2,DZ,1682233761
450,tocopilla,-22.092,-70.1979,19.43,78,0,2.14,CL,1682233764
451,vuktyl,63.8567,57.3094,-0.33,87,100,6.2,RU,1682233766
452,selfoss,63.9331,-20.9971,2.76,80,47,0.88,IS,1682233769
453,neyriz,29.1988,54.3278,23.59,19,4,0.98,IR,1682233772
454,sao domingos do prata,-19.865,-42.9683,17.53,94,100,0.88,BR,1682233775
455,nabire,-3.3667,135.4833,29.38,71,42,2.02,ID,1682233777
456,bolobo,-2.1667,16.2333,24.24,84,100,1.32,CD,1682233780
457,el triunfo,-1.9333,-79.9667,24.02,98,100,0.34,EC,1682233782
458,island harbour,50.724,-1.2758,10.64,91,100,0.89,GB,1682233785
459,livorno,43.2333,10.5833,18.77,71,58,2.2,IT,1682233787
460,nambour,-26.6333,152.95,23.25,75,87,2.68,AU,1682233790
461,hosanagara,13.9167,75.0667,36.74,17,9,2.29,IN,1682233792
462,biltine,14.5333,20.9167,34.16,10,55,4.0,TD,1682233795
463,guijuelo,40.5576,-5.6707,10.92,68,1,0.72,ES,1682233798
464,colac,-38.3333,143.5833,16.21,60,0,3.15,AU,1682233510
465,amble,55.3333,-1.5833,7.91,82,40,2.57,GB,1682233803
466,urzhar,47.093,81.6294,13.99,30,66,3.87,KZ,1682233806
467,vrontados,38.4089,26.1328,17.92,82,20,3.6,GR,1682233809
468,caleta olivia,-46.4393,-67.5281,15.33,34,53,9.67,AR,1682233812
469,geraldton,-28.7667,114.6,27.23,50,0,6.17,AU,1682233815
470,rongelap,11.1635,166.8941,27.1,82,98,8.69,MH,1682233817
471,devrekani,41.603,33.8392,9.17,58,100,1.13,TR,1682233821
472,mombaca,-5.7431,-39.6275,18.39,90,78,0.8,BR,1682233597
473,bandar labuan,5.2888,115.2692,30.15,68,10,4.78,MY,1682233826
474,huancavelica,-12.7667,-74.9833,0.22,88,25,0.83,PE,1682233829
475,qiqihar,47.3408,123.9672,11.5,10,100,6.83,CN,1682233831
476,mejit,10.2753,170.8646,27.32,80,100,8.92,MH,1682233834
477,lazaro cardenas,17.9583,-102.2,24.21,82,91,0.64,MX,1682233836
478,soure,-0.7167,-48.5233,25.53,86,100,3.36,BR,1682233812
479,sakakah,29.9697,40.2064,28.46,23,100,4.21,SA,1682233751
480,kiruna,67.8557,20.2251,-4.49,54,0,1.54,SE,1682233844
481,jiazi,22.8779,116.067,24.04,80,89,4.42,CN,1682233846
482,orai,25.9833,79.4667,33.37,14,100,1.06,IN,1682233849
483,mehtar lam,34.6714,70.2094,25.97,14,0,2.1,AF,1682233851
484,salym,60.0625,71.4789,7.98,90,100,3.33,RU,1682233854
485,south hedland,-20.4089,118.5983,32.96,33,6,7.72,AU,1682233856
486,mana,5.6592,-53.7767,23.92,93,100,2.57,GF,1682233859
487,onguday,50.75,86.15,9.87,38,33,0.76,RU,1682233861
488,oamaru,-45.0784,170.9801,14.1,79,18,1.1,NZ,1682233864
489,ta`u,-14.2336,-169.5144,27.33,78,27,4.01,AS,1682233867
490,lima,-12.0432,-77.0282,24.94,65,75,3.09,PE,1682233537
491,podporozh'ye,60.9112,34.1706,9.31,68,100,0.65,RU,1682233872
492,puerto madero,14.7208,-92.4215,25.11,100,0,0.0,MX,1682233874
493,myeik,12.4333,98.6,32.99,56,19,4.88,MM,1682233877
494,shemordan,56.1856,50.3972,13.97,36,11,4.48,RU,1682233879
495,yuzhno-kurilsk,44.0306,145.8556,1.61,91,43,4.7,RU,1682233883
496,sharypovo,55.5403,89.2008,8.88,38,56,0.57,RU,1682233886
497,barra,-11.0894,-43.1417,22.12,72,100,2.77,BR,1682233888
498,challapata,-18.9,-66.7667,6.4,63,31,1.2,BO,1682233891
499,cherdyn',60.403,56.4787,7.7,72,100,4.75,RU,1682233893
500,fitzgerald,31.7149,-83.2526,11.79,82,0,0.0,US,1682233896
501,ulety,51.3572,112.4849,7.2,16,78,5.11,RU,1682233898
502,tromso,69.6496,18.957,-2.57,80,75,4.63,NO,1682233901
503,anatuya,-28.4606,-62.8347,17.76,59,100,2.55,AR,1682233903
504,leninskoye,41.7589,69.3864,24.75,20,75,2.3,KZ,1682233906
505,lodja,-3.4833,23.4333,21.62,98,100,0.8,CD,1682233909
506,massawa,15.6097,39.45,31.04,66,65,2.98,ER,1682233911
507,zherdevka,51.8486,41.4606,13.67,59,10,4.06,RU,1682233914
508,dame-marie,18.5667,-74.4167,23.82,78,9,4.03,HT,1682233916
509,isangel,-19.55,169.2667,26.17,79,14,3.1,VU,1682233919
510,kamphaeng phet,16.25,99.5,40.99,22,0,5.24,TH,1682233921
511,sesheke,-17.4759,24.2968,27.22,41,86,2.7,ZM,1682233924
512,loa janan,-0.583,117.095,28.25,81,100,1.89,ID,1682233926
513,chonchi,-42.6128,-73.8092,4.56,93,100,0.48,CL,1682233929
514,talcahuano,-36.7167,-73.1167,8.82,100,20,2.06,CL,1682233931
515,humaita,-7.5061,-63.0208,22.53,100,100,0.81,BR,1682233934
516,puerto penasco,31.3167,-113.5333,20.51,46,47,1.79,MX,1682233937
517,lyubinskiy,55.1542,72.6925,15.82,27,100,9.44,RU,1682233940
518,vadso,70.0744,29.7487,-0.91,69,75,14.4,NO,1682233943
519,nacala,-14.5428,40.6728,29.62,70,20,4.12,MZ,1682233945
520,xining,36.6167,101.7667,8.98,44,100,2.71,CN,1682233949
521,east london,-33.0153,27.9116,19.26,48,100,1.88,ZA,1682233951
522,hell-ville,-13.4,48.2667,26.99,77,85,1.17,MG,1682233954
523,kegen,43.0197,79.2203,13.57,24,4,2.66,KZ,1682233957
524,valle del guamuez,0.4525,-76.9192,21.51,98,100,1.48,CO,1682233959
525,damara,4.9608,18.7035,25.39,65,100,2.67,CF,1682233962
526,nova olinda do norte,-3.8881,-59.0942,22.15,100,100,0.74,BR,1682233965
527,labuan,5.2767,115.2417,29.95,69,11,4.89,MY,1682233967
528,wotho,10.1657,166.0102,27.29,82,100,8.66,MH,1682233970
529,praia da vitoria,38.7333,-27.0667,17.18,90,100,7.94,PT,1682233972
530,mbuguni,-3.5667,36.95,21.96,78,100,2.55,TZ,1682233975
531,inhambane,-23.865,35.3833,25.83,68,7,3.6,MZ,1682233977
532,adam,22.3756,57.5233,33.0,35,81,2.29,OM,1682233980
533,mount gambier,-37.8333,140.7667,18.11,63,0,2.46,AU,1682233983
534,shamakhi,40.6314,48.6414,18.27,52,7,3.59,AZ,1682233985
535,kirensk,57.7853,108.1119,3.48,41,100,1.96,RU,1682233988
536,wewak,-3.5534,143.6268,28.54,72,7,2.08,PG,1682233992
537,saint-francois,46.4154,3.9054,8.71,100,40,1.03,FR,1682233994
538,ambato boeny,-16.4667,46.7167,30.43,64,28,1.18,MG,1682233997
539,acarau,-2.8856,-40.12,23.71,89,100,4.31,BR,1682234000
540,lusambo,-4.9667,23.45,23.1,95,100,1.28,CD,1682234002
541,kanniyakumari,8.0833,77.5667,31.36,68,27,5.19,IN,1682234005
542,pavilosta,56.8879,21.1859,13.95,80,7,4.98,LV,1682234008
543,apac,1.9756,32.5386,19.36,97,100,2.08,UG,1682234010
544,ponta grossa,-25.095,-50.1619,10.23,96,11,1.79,BR,1682234013
545,new norfolk,-42.7826,147.0587,14.84,41,18,0.61,AU,1682234015
546,nizhniy kuranakh,58.8353,125.4869,0.77,64,100,2.92,RU,1682234018
547,coahuayana de hidalgo,18.7,-103.6583,24.03,82,100,0.45,MX,1682234021
548,chipinge,-20.1883,32.6236,24.69,39,5,1.24,ZW,1682234023
549,toliara,-23.35,43.6667,26.63,59,80,1.56,MG,1682234025
550,blackwater,-23.5833,148.8833,26.92,34,100,6.86,AU,1682234028
551,krasnyy chikoy,50.3643,108.7512,9.28,18,94,3.81,RU,1682234030
552,novyy rogachik,48.6768,44.0608,11.5,76,100,3.98,RU,1682234033
553,kruisfontein,-34.0033,24.7314,19.38,43,17,2.83,ZA,1682234035
554,belzyce,51.1741,22.2803,15.39,56,6,4.8,PL,1682234038
555,maceio,-9.6658,-35.7353,22.69,94,20,1.54,BR,1682234040
556,villamontes,-21.25,-63.5,18.62,95,100,1.0,BO,1682234043
557,bin yauri,10.7823,4.8114,29.72,57,4,4.58,NG,1682234046
558,lata,40.1629,-8.3327,13.37,89,9,0.66,PT,1682234048
559,ketchikan,55.3422,-131.6461,7.99,93,100,2.57,US,1682234051
560,ventura,34.4667,-119.0176,14.01,71,100,3.06,US,1682234054
561,wanxian,30.8039,108.3897,12.23,84,100,3.05,CN,1682234056
562,burang,30.25,81.1667,-1.61,48,2,1.83,CN,1682233932
563,colonia,50.9333,6.95,13.87,82,0,3.09,DE,1682233954
564,bhan,26.5583,67.7214,35.61,9,1,2.4,PK,1682234064
565,strezhevoy,60.7333,77.5889,3.59,98,100,2.22,RU,1682234067
566,margate,51.3813,1.3862,12.05,85,100,2.24,GB,1682233921
567,cidade velha,14.9167,-23.6167,21.26,73,20,4.63,CV,1682234072
568,kiunga,-6.1219,141.2906,26.23,91,100,2.01,PG,1682234076
569,kisangani,0.5167,25.2,20.45,100,100,0.99,CD,1682233985
570,zavodskoy,43.4597,132.2922,11.77,16,97,8.0,RU,1682234082
571,howard springs,-12.497,131.047,32.95,42,11,3.07,AU,1682234084
572,leava,-14.3,-178.1667,28.06,76,35,6.16,WF,1682234087
573,marsh harbour,26.5412,-77.0636,23.48,73,28,3.83,BS,1682234089
574,kokshetau,53.2775,69.3883,12.18,35,0,11.0,KZ,1682234091
575,dzhambeyty,50.2536,52.595,15.98,55,29,6.69,KZ,1682234094
576,babruysk,53.15,29.2333,13.83,58,100,1.66,BY,1682234096
577,korla,41.7597,86.1469,11.51,49,4,12.67,CN,1682234099
578,gorontalo,0.5412,123.0595,30.07,72,100,1.58,ID,1682234101
579,misratah,32.3754,15.0925,17.27,80,0,7.18,LY,1682234105
580,whangarei,-35.7317,174.3239,15.76,94,48,1.51,NZ,1682234107
581,saint-philippe,-21.3585,55.7679,28.77,74,99,3.55,RE,1682234110
582,jalai nur,49.45,117.7,7.92,13,7,7.39,CN,1682234113
583,antofagasta,-23.65,-70.4,16.6,88,6,4.19,CL,1682233980
584,gandajika,-6.75,23.95,23.23,87,100,0.45,CD,1682234118
585,royan,45.6285,-1.0281,13.79,83,100,10.5,FR,1682234120
586,narasannapeta,18.4167,84.05,35.64,32,62,3.21,IN,1682234125
587,kitimat,54.0524,-128.6534,7.21,26,100,0.2,CA,1682234128
588,newport,51.5877,-2.9984,9.69,91,51,2.2,GB,1682234131
